paper_id	0	1	2	3	4	5	6	decision
YxQiIOLKgEf	5.0	6.0	8.0	5.0				Unknown
1sx0Drq4jfT	5.0	6.0	5.0	5.0				Unknown
I1hQbx10Kxn	5.0	8.0	8.0					Unknown
jaLDP8Hp_gc	8.0	5.0	8.0					Unknown
3PN4iyXBeF	6.0	8.0	6.0	6.0	3.0			Unknown
KSSfF5lMIAg	6.0	5.0	5.0	5.0				Unknown
gPvB4pdu_Z	6.0	8.0	8.0					Unknown
z-5BjnU3-OQ	5.0	6.0	5.0	5.0				Unknown
fuaHYhuYIDm	3.0	6.0	3.0	6.0				Unknown
-TSe5o7STVR	6.0	3.0	8.0	6.0	8.0			Unknown
H_qwVb8DQb-	5.0	6.0	5.0	6.0				Unknown
BmJV7kyAmg	6.0	8.0	6.0					Unknown
UxBH9j8IE_H	6.0	5.0	5.0	5.0				Unknown
7vXQJ2QW8hR	6.0	6.0	5.0	8.0				Unknown
DTkEfj0Ygb8	5.0	6.0	8.0	6.0	8.0			Unknown
RXQ-FPbQYVn	8.0	6.0	5.0					Unknown
gbe1zHyA73	6.0	6.0	8.0	3.0				Unknown
B7abCaIiN_v	5.0	5.0	6.0	1.0				Unknown
YevsQ05DEN7	5.0	6.0	8.0	6.0	6.0			Unknown
QDdJhACYrlX	6.0	6.0	6.0	6.0				Unknown
57T1ctyxtP	5.0	3.0	8.0	5.0				Unknown
cw-EmNq5zfD	3.0	6.0	8.0	8.0				Unknown
nCw4talHmo5	5.0	3.0	6.0	5.0				Unknown
JyI9lc8WxW	6.0	5.0	6.0					Unknown
64trBbOhdGU	8.0	8.0	6.0	8.0				Unknown
SHbhHHfePhP	8.0	5.0	8.0	6.0				Unknown
3Od_-TkEdnG	8.0	6.0	5.0	6.0				Unknown
P07dq7iSAGr	6.0	8.0	6.0	6.0				Unknown
nxcABL7jbQh	8.0	6.0	6.0					Unknown
EVVadRFRgL7	6.0	5.0	5.0	6.0				Unknown
nrGGfMbY_qK	8.0	3.0	8.0	6.0				Unknown
7F9cOhdvfk_	8.0	8.0	8.0	6.0	5.0			Unknown
0jP2n0YFmKG	8.0	5.0	6.0	5.0				Unknown
YJVMboHZCtW	8.0	6.0	6.0	6.0				Unknown
yhCp5RcZD7	5.0	6.0	6.0	10.0				Unknown
izj68lUcBpt	6.0	8.0	6.0	5.0				Unknown
dzZQEvQ6dRK	5.0	5.0	8.0	3.0				Unknown
POxF-LEqnF	5.0	8.0	6.0	10.0	8.0			Unknown
iw-ms2znSS2	3.0	1.0	5.0	6.0				Unknown
fStt6fyzrK	6.0	5.0	5.0					Unknown
Y8Ivdg7typR	6.0	6.0	3.0	5.0				Unknown
M6M8BEmd6dq	8.0	6.0	6.0					Unknown
anbBFlX1tJ1	6.0	8.0	6.0	6.0				Unknown
R2AN-rz4j_X	3.0	3.0	5.0	3.0				Unknown
U4uFaLyg7PV	8.0	6.0	6.0	6.0				Unknown
BRFWxcZfAdC	8.0	6.0	6.0	8.0	3.0			Unknown
YLglAn-USkf	3.0	6.0	5.0	6.0				Unknown
7U-rmW7TPHM	5.0	3.0	3.0	8.0				Unknown
vnOHGQY4FP1	6.0	5.0	3.0	8.0				Unknown
hjlXybdILM3	6.0	6.0	5.0	5.0				Unknown
wIzUeM3TAU	10.0	8.0	8.0	8.0				Unknown
noaG7SrPVK0	5.0	6.0	8.0					Unknown
i7FNvHnPvPc	6.0	5.0	6.0	6.0				Unknown
xLfAgCroImw	6.0	8.0	8.0	6.0				Unknown
giBFoa-uS12	3.0	6.0	8.0					Unknown
jbrgwbv8nD	6.0	6.0	8.0	5.0				Unknown
8MN_GH4Ckp4	3.0	3.0	5.0					Unknown
RriDjddCLN	6.0	8.0	5.0					Unknown
x3F9PuOUKZc	6.0	6.0	3.0	6.0				Unknown
jXKKDEi5vJt	6.0	8.0	8.0	10.0				Unknown
-qg9k1ftTc	5.0	5.0	1.0	3.0	5.0			Unknown
327eol9Xgyi	6.0	3.0	6.0	5.0				Unknown
m22XrToDacC	5.0	5.0	3.0					Unknown
nWprF5r2spe	6.0	3.0	5.0					Unknown
FD8xldQIgdq	3.0	6.0	6.0	6.0				Unknown
yKIAXjkJc2F	6.0	8.0	8.0	8.0				Unknown
sA4qIu3zv6v	6.0	6.0	3.0	6.0				Unknown
N1WI0vJLER	8.0	6.0	6.0	6.0				Unknown
Y9FNtYulBE0	5.0	5.0	5.0					Unknown
Oy9WeuZD51	8.0	3.0	5.0	8.0				Unknown
ARyEf6Z77Y	6.0	8.0	5.0	5.0				Unknown
hfU7Ka5cfrC	8.0	6.0	8.0	8.0				Unknown
wRODLDHaAiW	8.0	8.0	8.0					Unknown
dgxFTxuJ50e	6.0	8.0	8.0	8.0				Unknown
9RUHPlladgh	8.0	8.0	8.0	8.0				Unknown
xZ6H7wydGl	5.0	5.0	6.0					Unknown
gKLAAfiytI	6.0	8.0	6.0	6.0				Unknown
KntaNRo6R48	6.0	6.0	6.0	6.0				Unknown
JPkQwEdYn8	6.0	6.0	5.0	8.0				Unknown
OcvjQ3yqgTG	3.0	5.0	3.0	5.0				Unknown
ePI0bPbrih	5.0	5.0	5.0	6.0				Unknown
wkMG8cdvh7-	6.0	8.0	6.0	6.0				Unknown
vwLLQ-HwqhZ	6.0	8.0	5.0	6.0				Unknown
rqolQhuq6Hs	6.0	3.0	6.0					Unknown
STFJBXDTSlT	5.0	6.0	5.0	6.0	5.0			Unknown
v3aeIsY_vVX	8.0	8.0	6.0					Unknown
C_vsGwEIjAr	6.0	8.0	6.0	6.0				Unknown
i2baoZMYZ3	5.0	5.0	6.0	5.0				Unknown
EhwEUb2ynIa	3.0	5.0	5.0	5.0				Unknown
SHnXjI3vTJ	6.0	6.0	6.0	5.0	6.0			Unknown
4XtpgPsvxE8	6.0	5.0	5.0					Unknown
tx4qfdJSFvG	5.0	5.0	5.0	8.0				Unknown
obi9EkyVeED	5.0	5.0	3.0	5.0				Unknown
dS3AxHZkrZT	5.0	6.0	3.0	5.0				Unknown
_ZoDJyBBp7z	6.0	6.0	5.0					Unknown
sBT5nxwt18Q	3.0	5.0	3.0	6.0				Unknown
r8S93OsHWEf	5.0	3.0	6.0	3.0				Unknown
Q76Y7wkiji	6.0	5.0	6.0	8.0				Unknown
oxxUMeFwEHd	6.0	6.0	6.0	6.0				Unknown
ZeE81SFTsl	5.0	5.0	8.0	3.0				Unknown
UJ9_wmscwk	3.0	3.0	5.0	6.0				Unknown
xy_2w3J3kH	6.0	6.0	6.0	6.0				Unknown
R79ZGjHhv6p	6.0	8.0	6.0					Unknown
iMqTLyfwnOO	6.0	6.0	6.0	6.0				Unknown
AUszBTiYBB6	3.0	3.0	3.0					Unknown
OqlohL9sVO	5.0	3.0	6.0	1.0				Unknown
9qKAGxS1Tq2	5.0	5.0	3.0	5.0				Unknown
Bl8CQrx2Up4	8.0	6.0	8.0	6.0				Unknown
DmpCfq6Mg39	8.0	8.0	6.0	8.0				Unknown
q7n2RngwOM	8.0	6.0	6.0	6.0				Unknown
vkZtFD0zga8	5.0	6.0	5.0	6.0				Unknown
eiwpbi3iwr	6.0	5.0	5.0					Unknown
AJg35fkqOPA	5.0	3.0	5.0	6.0				Unknown
r5qumLiYwf9	8.0	5.0	6.0					Unknown
fKv__asZk47	3.0	8.0	8.0					Unknown
H7HDG--DJF0	6.0	6.0	8.0	5.0				Unknown
ARw4igiN2Qm	1.0	5.0	1.0					Unknown
N0uJGWDw21d	8.0	6.0	6.0	6.0				Unknown
3mm5rjb7nR8	5.0	5.0	5.0	5.0				Unknown
fR-EnKWL_Zb	6.0	5.0	8.0	6.0				Unknown
qaxhBG1UUaS	6.0	6.0	6.0	6.0				Unknown
kHkWgqOysk_	6.0	6.0	3.0	6.0				Unknown
FLA55mBee6Q	6.0	8.0	8.0	6.0				Unknown
gCmCiclZV6Q	3.0	3.0	3.0					Unknown
MR7XubKUFB	5.0	8.0	6.0	6.0				Unknown
TIdIXIpzhoI	8.0	8.0	8.0	8.0				Unknown
lD8qAOTu5FJ	6.0	6.0	3.0	3.0				Unknown
oJGDYQFKL3i	6.0	6.0	8.0	5.0	6.0			Unknown
0EXmFzUn5I	8.0	6.0	6.0	8.0				Unknown
jFfRcKVut98	6.0	5.0	5.0	5.0				Unknown
yzDTTtlIlMr	5.0	5.0	6.0	8.0				Unknown
G9JXCpShpni	3.0	5.0	3.0					Unknown
EgkZwzEwciE	5.0	8.0	3.0	5.0				Unknown
mfwdY3U_9ea	6.0	6.0	8.0	5.0				Unknown
PilZY3omXV2	8.0	6.0	6.0	5.0				Unknown
gggnCQBT_iE	3.0	8.0	3.0					Unknown
i8d2kdxii1L	8.0	3.0	5.0					Unknown
2g9m74He1Ky	5.0	3.0	3.0	3.0				Unknown
kF9DZQQrU0w	6.0	8.0	6.0					Unknown
dvl241Sbrda	5.0	5.0	5.0	6.0				Unknown
dZPgfwaTaXv	8.0	6.0	8.0					Unknown
6NePxZwfae	8.0	3.0	8.0	6.0				Unknown
oxC2IBx8OuZ	8.0	3.0	8.0	3.0				Unknown
zBOI9LFpESK	6.0	6.0	5.0	6.0				Unknown
36rU1ecTFvR	6.0	5.0	3.0	3.0				Unknown
WRORN3GUCu	5.0	3.0	3.0					Unknown
QkRV50TZyP	8.0	6.0	6.0					Unknown
kOu3-S3wJ7	8.0	8.0	6.0	6.0				Unknown
X6D9bAHhBQ1	8.0	5.0	8.0	10.0				Unknown
7t_6BiC69a	6.0	3.0	5.0	6.0				Unknown
SYB4WrJql1n	6.0	8.0	6.0	6.0				Unknown
Qycd9j5Qp9J	8.0	6.0	6.0	6.0				Unknown
FFGDKzLasUa	5.0	5.0	3.0	5.0				Unknown
1Zxv7TdLquI	3.0	6.0	5.0	6.0	5.0			Unknown
ZDYhm_o8MX	3.0	5.0	5.0	6.0	6.0			Unknown
VINWzIM6_6	6.0	6.0	3.0	5.0				Unknown
8rpv8g3zfF	6.0	5.0	3.0	5.0				Unknown
Rj-x5_ej6B	6.0	5.0	5.0					Unknown
VZAgsLaP3or	5.0	8.0	3.0	8.0				Unknown
zNR43c03lRy	6.0	8.0	6.0	6.0				Unknown
_XNtisL32jv	8.0	5.0	5.0	8.0				Unknown
sTNHCrIKDQc	8.0	6.0	8.0					Unknown
t8O-4LKFVx	8.0	5.0	8.0	8.0				Unknown
vDwBW49HmO	6.0	8.0	6.0	6.0	6.0			Unknown
Ih7LAeOYIb0	5.0	5.0	5.0	6.0				Unknown
POTMtpYI1xH	5.0	8.0	5.0	8.0				Unknown
8qQ48aMXR_g	3.0	3.0	6.0	1.0				Unknown
wMXYbJB-gX	5.0	5.0	5.0	6.0				Unknown
YigKlMJwjye	6.0	6.0	6.0	5.0				Unknown
V0LnyelKACB	3.0	3.0	3.0	5.0				Unknown
4JlwgTbmzXQ	8.0	8.0	6.0	5.0				Unknown
IYMuTbGzjFU	5.0	5.0	6.0	5.0				Unknown
BrfHcL-99sy	6.0	6.0	6.0	3.0				Unknown
xo_5lb5ond	5.0	3.0	5.0	5.0	5.0			Unknown
famc03Gg231	6.0	6.0	3.0	3.0				Unknown
eIvzaLx6nKW	6.0	6.0	5.0					Unknown
ygGMP1zkiD1	6.0	3.0	6.0					Unknown
rWXfFogxRJN	6.0	6.0	8.0	6.0				Unknown
vEIVxSN8Xhx	3.0	5.0	5.0	5.0				Unknown
mFpP0THYeaX	5.0	3.0	5.0	3.0	6.0			Unknown
R612wi_C-7w	5.0	3.0	3.0	5.0	5.0			Unknown
krI-ahhgN2	5.0	6.0	5.0	6.0				Unknown
pVU7Gp7Nq4k	6.0	5.0	5.0	6.0				Unknown
baUQQPwQiAg	6.0	3.0	6.0	8.0				Unknown
fyLvrx9M9YP	6.0	5.0	8.0	5.0				Unknown
T4-65DNlDij	8.0	8.0	8.0	6.0				Unknown
HI99z0aLsl	5.0	5.0	6.0	5.0				Unknown
zq1iJkNk3uN	6.0	8.0	6.0	6.0				Unknown
7twQI5VnC8	6.0	8.0	8.0					Unknown
MMAeCXIa89	8.0	6.0	8.0	8.0				Unknown
VwSHZgruNEc	6.0	5.0	8.0	3.0				Unknown
uxxFrDwrE7Y	6.0	8.0	5.0	6.0				Unknown
aNCZ8151BjY	3.0	1.0	5.0	5.0				Unknown
m716e-0clj	5.0	8.0	5.0	3.0				Unknown
P1QUVhOtEFP	5.0	3.0	5.0	6.0				Unknown
zf_Ll3HZWgy	6.0	5.0	6.0	8.0				Unknown
0DcZxeWfOPt	6.0	3.0	8.0	8.0				Unknown
L_sHGieq1D	5.0	5.0	6.0	8.0				Unknown
o_HsiMPYh_x	8.0	5.0	8.0	8.0	6.0			Unknown
dPyRNUlttBv	6.0	8.0	8.0	8.0				Unknown
0EL4vLgYKRW	6.0	6.0	5.0	5.0				Unknown
LZVXOnSrD0Y	6.0	3.0	3.0	6.0				Unknown
7UmjRGzp-A	8.0	8.0	10.0	8.0				Unknown
04pGUg0-pdZ	6.0	8.0	8.0	6.0	6.0			Unknown
JXSZuWSPH85	6.0	3.0	5.0					Unknown
psh0oeMSBiF	6.0	6.0	5.0	5.0				Unknown
0SiVrAfIxOe	5.0	5.0	5.0					Unknown
ajIC9wlTd52	5.0	6.0	6.0					Unknown
P-pPW1nxf1r	6.0	8.0	6.0	6.0				Unknown
5i2f-aR6B8H	6.0	6.0	8.0					Unknown
ydopy-e6Dg	8.0	6.0	6.0					Unknown
1ch9DLxqF-	5.0	6.0	6.0	3.0	3.0			Unknown
qTTccuW4dja	3.0	3.0	3.0	6.0				Unknown
hzmQ4wOnSb	8.0	8.0	5.0	6.0				Unknown
_Wzj0J2xs2D	6.0	8.0	8.0	6.0				Unknown
DaQVj6qY2-s	6.0	1.0	5.0					Unknown
htWIlvDcY8	5.0	8.0	8.0	6.0				Unknown
3HJOA-1hb0e	8.0	5.0	6.0	5.0				Unknown
LNmNWds-q-J	6.0	8.0	3.0	5.0				Unknown
RxplU3vmBx	6.0	8.0	6.0					Unknown
yjxVspo7gXt	5.0	5.0	6.0	6.0				Unknown
gfUPGPMxB7E	5.0	5.0	5.0					Unknown
Vog_3GXsgmb	6.0	5.0	6.0	5.0	5.0			Unknown
VZC5Lzyl0le	6.0	6.0	3.0	5.0				Unknown
zKbMQ2NY1y	6.0	5.0	6.0	3.0				Unknown
uVXEKeqJbNa	8.0	6.0	6.0	6.0				Unknown
ufGMqIM0a4b	8.0	8.0	8.0	6.0				Unknown
t3E10H8UNz	8.0	6.0	6.0	6.0				Unknown
s3V9I71JvkD	6.0	3.0	6.0	5.0				Unknown
UQQgMRq58O	5.0	3.0	5.0	5.0				Unknown
xnYACQquaGV	6.0	8.0	3.0	8.0				Unknown
GUrhfTuf_3	6.0	8.0	6.0					Unknown
fXHl76nO2AZ	8.0	6.0	6.0	6.0				Unknown
e-IkMkna5uJ	3.0	8.0	8.0	3.0				Unknown
NP9T_pViXU	5.0	5.0	5.0					Unknown
DXRwVRh4i8g	3.0	5.0	3.0	3.0				Unknown
RAoBtzlwtCC	3.0	5.0	5.0	3.0	3.0			Unknown
xOeWOPFXrTh	3.0	3.0	5.0	6.0	5.0			Unknown
NYBmJN4MyZ	6.0	8.0	6.0					Unknown
LhObGCkxj4	6.0	6.0	6.0	6.0				Unknown
uVTp9Z-IUOC	6.0	6.0	5.0	6.0				Unknown
MSwEFaztwkE	8.0	6.0	5.0	5.0				Unknown
HFE5P8nhmmL	3.0	1.0	3.0	6.0				Unknown
qynB_fAt5TQ	3.0	5.0	5.0	5.0				Unknown
lTqGXfn9Tv	8.0	8.0	8.0	8.0	3.0			Unknown
085y6YPaYjP	6.0	5.0	5.0					Unknown
cBu4ElJfneV	8.0	5.0	8.0					Unknown
PlKWVd2yBkY	6.0	5.0	8.0	5.0				Unknown
HCelXXcSEuH	8.0	6.0	5.0					Unknown
AV8FPoMTTa	6.0	8.0	6.0	6.0				Unknown
ZUinrZwKnHb	3.0	5.0	5.0	3.0	3.0			Unknown
Oh1r2wApbPv	6.0	6.0	8.0	8.0				Unknown
6-lLt2zxbZR	1.0	3.0	3.0	5.0				Unknown
L2jrxKBloq8	6.0	5.0	5.0	6.0				Unknown
Ht85_jyihxp	6.0	6.0	6.0	8.0				Unknown
iEvAf8i6JjO	8.0	8.0	6.0	3.0				Unknown
OjPmfr9GkVv	8.0	5.0	6.0	8.0				Unknown
TLnReGgZEdW	5.0	8.0	6.0	6.0				Unknown
_Vn-mKDipa1	6.0	5.0	6.0					Unknown
gzeruP-0J29	3.0	6.0	5.0	5.0				Unknown
auOPcdAcoy	6.0	8.0	6.0					Unknown
af1eUDdUVz	8.0	8.0	8.0	6.0				Unknown
NX0nX7TE4lc	8.0	6.0	6.0					Unknown
1DUwCRNAbA	1.0	6.0	6.0	5.0				Unknown
OT3mLgR8Wg8	6.0	6.0	6.0	8.0				Unknown
NkZq4OEYN-	8.0	8.0	6.0					Unknown
eBS-3YiaIL-	8.0	6.0	8.0	6.0				Unknown
EKjUnoX-7M0	5.0	5.0	5.0	6.0				Unknown
f-KGT01Qze0	5.0	5.0	3.0					Unknown
UcDUxjPYWSr	8.0	8.0	8.0	8.0				Unknown
OGbbY4qmir5	8.0	5.0	3.0	5.0	3.0			Unknown
sTkY-RVYBz	5.0	3.0	8.0	6.0				Unknown
EBn0uInJZWh	6.0	6.0	6.0	8.0				Unknown
-u8EliRNW8k	5.0	8.0	5.0	3.0	5.0			Unknown
rF5UoZFrsF4	5.0	5.0	5.0					Unknown
tUa4REjGjTf	8.0	6.0	6.0	8.0	6.0			Unknown
ZDaSIkWT-AP	8.0	8.0	8.0	6.0				Unknown
T8vZHIRTrY	8.0	5.0	8.0	10.0				Unknown
6EVxJKlpGR	6.0	6.0	5.0	6.0				Unknown
TYw3-OlrRm-	3.0	8.0	6.0	6.0				Unknown
3FvF1db-bKT	5.0	5.0	5.0	3.0				Unknown
X_hByk2-5je	6.0	5.0	8.0	6.0				Unknown
4pijrj4H_B	6.0	8.0	6.0	3.0				Unknown
KTPuIsx4pmo	8.0	8.0	8.0	6.0				Unknown
qESp3gXBm2g	3.0	6.0	6.0					Unknown
BKmoW5K4sS	3.0	3.0	8.0	5.0				Unknown
CoMOKHYWf2	6.0	5.0	5.0	6.0				Unknown
K2JfSnLBD9	6.0	8.0	8.0	6.0				Unknown
FRxhHdnxt1	8.0	8.0	8.0	3.0				Unknown
WZ3yjh8coDg	6.0	6.0	8.0	8.0				Unknown
D9SuLzhgK9	5.0	5.0	8.0					Unknown
bPadTQyLb2_	5.0	3.0	6.0	8.0				Unknown
P7OVkHEoHOZ	6.0	6.0	8.0	5.0				Unknown
VqzXzA9hjaX	6.0	6.0	6.0	6.0				Unknown
y_op4lLLaWL	5.0	5.0	6.0	8.0				Unknown
EFgzhSJYIj6	5.0	6.0	3.0	6.0				Unknown
IbyMcLKUCqT	3.0	6.0	5.0	5.0				Unknown
C5Q04gnc4f	6.0	3.0	3.0	6.0				Unknown
wfZGut6e09	6.0	8.0	5.0					Unknown
MUpxS9vDbZr	3.0	6.0	8.0	6.0				Unknown
IxCAF8IMatf	5.0	5.0	5.0	6.0				Unknown
pfNyExj7z2	6.0	6.0	6.0	6.0				Unknown
j30wC0JM39Q	5.0	5.0	5.0	3.0				Unknown
oj2yn1Q4Ett	6.0	5.0	6.0					Unknown
7yuU9VeIpde	5.0	8.0	5.0	3.0				Unknown
xQUe1pOKPam	5.0	5.0	6.0	6.0				Unknown
-w2oomO6qgc	6.0	6.0	6.0					Unknown
iPHLcmtietq	8.0	8.0	6.0	6.0				Unknown
tzO3RXxzuM	8.0	5.0	5.0	5.0				Unknown
g1SzIRLQXMM	8.0	8.0	8.0	8.0				Unknown
3Wybo29gGlx	3.0	3.0	5.0	6.0	3.0			Unknown
NdOoQnYPj_	8.0	8.0	5.0	6.0				Unknown
OMxLn4t03FG	5.0	6.0	5.0	6.0				Unknown
OnpFa95RVqs	5.0	8.0	8.0	3.0				Unknown
VNXYZjGcsty	5.0	3.0	5.0					Unknown
GWQWAeE9EpB	6.0	6.0	6.0	6.0				Unknown
7Z7u2z1Ornl	5.0	5.0	3.0	5.0				Unknown
gpp7cf0xdfN	6.0	8.0	6.0					Unknown
EJKLVMB_9T	8.0	6.0	5.0	5.0				Unknown
RdJVFCHjUMI	6.0	6.0	6.0	6.0				Unknown
XpmTU4k-5uf	5.0	5.0	3.0	5.0				Unknown
AjGC97Aofee	5.0	8.0	6.0	8.0				Unknown
bVuP3ltATMz	8.0	8.0	6.0	8.0				Unknown
AwgtcUAhBq	6.0	8.0	6.0	8.0				Unknown
DrpKmCmPMSC	5.0	5.0	6.0					Unknown
H0oaWl6THa	8.0	6.0	8.0	8.0				Unknown
Ro_zAjZppv	8.0	6.0	6.0	8.0	6.0			Unknown
a43otnDilz2	5.0	6.0	5.0	6.0	6.0			Unknown
rqcLsG8Kme9	3.0	6.0	3.0	6.0				Unknown
8uz0EWPQIMu	6.0	8.0	8.0	8.0				Unknown
k7-s5HSSPE5	6.0	6.0	6.0	6.0				Unknown
rdBuE6EigGl	3.0	5.0	3.0					Unknown
qDx6DXD3Fzt	5.0	6.0	6.0	3.0	8.0			Unknown
gRCCdgpVZf	6.0	8.0	3.0	6.0				Unknown
9LJkfH5rtc	5.0	5.0	6.0	3.0				Unknown
YiBa9HKTyXE	10.0	6.0	6.0	6.0				Unknown
DhzIU48OcZh	8.0	6.0	5.0	8.0	6.0			Unknown
HY6i9FYBeFG	6.0	5.0	5.0					Unknown
Rf58LPCwJj0	6.0	5.0	8.0					Unknown
1zwleytEpYx	5.0	6.0	6.0	6.0				Unknown
swiyAeGzFhQ	3.0	6.0	8.0	5.0				Unknown
uF_Wl0xSA7O	8.0	5.0	6.0					Unknown
bmGLlsX_iJl	6.0	5.0	3.0	6.0				Unknown
s2UpjzX82FS	5.0	6.0	6.0	8.0				Unknown
olQbo52II9	5.0	6.0	5.0	3.0				Unknown
OBwsUF4nFye	3.0	6.0	3.0					Unknown
IwJPj2MBcIa	8.0	6.0	6.0	8.0				Unknown
74x5BXs4bWD	8.0	6.0	5.0	6.0				Unknown
xP3cPq2hQC	6.0	6.0	6.0	8.0				Unknown
BrPdX1bDZkQ	8.0	8.0	8.0					Unknown
RB_2cor6d-w	6.0	3.0	3.0	6.0	5.0			Unknown
8KD0wdSF2NE	5.0	5.0	5.0	5.0				Unknown
5-2mX9_U5i	6.0	8.0	6.0	8.0				Unknown
Jep2ykGUdS	6.0	5.0	6.0	5.0				Unknown
2p_5F9sHN9	6.0	6.0	6.0	6.0				Unknown
pC00NfsvnSK	5.0	6.0	6.0	5.0				Unknown
gI7KCy4UDN9	6.0	6.0	6.0	3.0	6.0			Unknown
AEa_UepnMDX	3.0	5.0	6.0	6.0				Unknown
size4UxXVCY	1.0	1.0	1.0					Unknown
M_o5E088xO5	3.0	6.0	6.0	6.0	3.0			Unknown
yK_jcv_aLX	5.0	5.0	5.0	8.0				Unknown
hUr6K4D9f7P	6.0	6.0	5.0	3.0				Unknown
dKLoUvtnq0C	5.0	5.0	8.0					Unknown
yuv0mwPOlz3	3.0	6.0	5.0	5.0				Unknown
-geBFMKGlkq	3.0	5.0	5.0	5.0				Unknown
ptxGmKMLH_	5.0	6.0	6.0					Unknown
pjqqxepwoMy	6.0	6.0	3.0	8.0				Unknown
Ti2i204vZON	3.0	6.0	3.0	6.0				Unknown
1T5FmILBsq2	3.0	6.0	3.0	5.0				Unknown
vrW3tvDfOJQ	10.0	8.0	8.0	8.0				Unknown
Qu_XudmGajz	6.0	5.0	3.0	6.0				Unknown
aYSlxlHKEA	5.0	5.0	5.0					Unknown
wTTjnvGphYj	5.0	5.0	8.0	8.0	6.0			Unknown
pz1euXohm4H	8.0	6.0	6.0	5.0				Unknown
psNSQsmd4JI	5.0	3.0	5.0	3.0				Unknown
F0v5uBM-q5K	5.0	3.0	3.0	6.0				Unknown
mZsZy481_F	3.0	3.0	3.0	5.0				Unknown
Mng8CQ9eBW	5.0	8.0	3.0	8.0				Unknown
UMfhoMtIaP5	8.0	6.0	6.0					Unknown
AvcfxqRy4Y	8.0	6.0	8.0	8.0				Unknown
fCG75wd39ze	8.0	8.0	6.0	8.0				Unknown
Ctjb37IOldV	5.0	5.0	5.0	5.0				Unknown
YTtMaJUN_uc	5.0	5.0	5.0					Unknown
F7_odJIeQ26	3.0	3.0	1.0	6.0				Unknown
lEoFUoMH2Uu	3.0	3.0	5.0					Unknown
iGffRQ9jQpQ	5.0	5.0	6.0	3.0				Unknown
U9zTUXVdoIr	5.0	8.0	3.0	8.0				Unknown
QJWVP4CTmW4	6.0	8.0	3.0	6.0				Unknown
SLz5sZjacp	6.0	6.0	6.0					Unknown
8la28hZOwug	6.0	8.0	6.0	6.0				Unknown
rq1-7_lwisw	6.0	3.0	6.0	5.0				Unknown
IhkSFe9YqMy	1.0	3.0	1.0	3.0				Unknown
4j4qVy8OQA1	5.0	3.0	6.0	3.0				Unknown
ibrUkC-pbis	5.0	6.0	8.0					Unknown
6NT1a56mNim	5.0	3.0	8.0	5.0	6.0			Unknown
cpDhcsEDC2	6.0	6.0	5.0	6.0				Unknown
SS8F6tFX3-	6.0	6.0	8.0	6.0				Unknown
9L1BsI4wP1H	8.0	6.0	8.0	5.0				Unknown
jNB6vfl_680	5.0	6.0	3.0					Unknown
9pEJSVfDbba	6.0	6.0	8.0	8.0				Unknown
fGEoHDk0C	6.0	3.0	5.0	6.0				Unknown
YmONQIWli--	8.0	6.0	5.0	5.0				Unknown
4N-17dske79	6.0	6.0	5.0	5.0				Unknown
NgmcJ66xQz_	5.0	3.0	5.0	5.0				Unknown
nBU_u6DLvoK	8.0	8.0	6.0	8.0				Unknown
Bd8JSwLVWQ5	3.0	1.0	3.0	8.0				Unknown
rFJWoYoxrDB	6.0	6.0	8.0	6.0	5.0			Unknown
i3RI65sR7N	6.0	5.0	8.0					Unknown
mHu2vIds_-b	6.0	8.0	8.0					Unknown
jNsynsmDkl	6.0	5.0	6.0	5.0				Unknown
9SDQB3b68K	5.0	8.0	6.0	6.0				Unknown
8IXBbFjkMat	5.0	5.0	5.0	6.0				Unknown
KxbhdyiPHE	6.0	6.0	8.0	6.0	8.0			Unknown
ds8yZOUsea	5.0	8.0	5.0	6.0				Unknown
USC0-nvGPK	6.0	5.0	8.0	1.0				Unknown
aKZeBGUJXlH	3.0	5.0	8.0					Unknown
XLxhEjKNbXj	6.0	6.0	6.0	5.0				Unknown
WGhT5zCamoC	1.0	3.0	5.0	5.0				Unknown
F5Em8ASCosV	6.0	6.0	5.0	5.0				Unknown
oh4TirnfSem	8.0	6.0	8.0	6.0				Unknown
7B3IJMM1k_M	6.0	6.0	6.0	8.0				Unknown
hW2kwAcXq5w	6.0	5.0	5.0	3.0				Unknown
_qc3iqcq-ps	3.0	8.0	5.0	3.0				Unknown
RuC5ilX2m6O	6.0	5.0	6.0	6.0				Unknown
H-iABMvzIc	6.0	6.0	5.0	8.0				Unknown
q23I9kJE3gA	5.0	6.0	5.0	5.0				Unknown
BjyvwnXXVn_	8.0	8.0	8.0	8.0				Unknown
AT0K-SZ3QGq	6.0	6.0	5.0	5.0				Unknown
I_RLPhVUfw8	5.0	6.0	6.0	6.0				Unknown
LcF-EEt8cCC	8.0	8.0	6.0	8.0				Unknown
N0n_QyQ5lBF	8.0	8.0	8.0					Unknown
NqDLrS73nG	5.0	6.0	3.0	3.0	5.0			Unknown
8QE3pwEVc8P	8.0	6.0	5.0	5.0				Unknown
RCZqv9NXlZ	8.0	8.0	5.0	6.0	8.0	6.0		Unknown
vxlAHR9AyZ6	8.0	5.0	5.0	5.0				Unknown
nhnJ3oo6AB	8.0	6.0	8.0	8.0				Unknown
2PSrjVtj6gU	6.0	3.0	6.0	6.0				Unknown
pN1JOdrSY9	6.0	8.0	8.0	5.0				Unknown
